명사,분류
Harry,인물
Could Snape,인물
Sorcerer,기관/단체
Stone,인물
Harry,인물
feeling,일반명사
Snape,인물
minds,일반명사
Harry,인물
luck,일반명사
locker,일반명사
rooms,일반명사
afternoon,일반명사
Ron,인물
Hermione,인물
call,일반명사
comforting,일반명사
Harry,인물
word,일반명사
Wood,인물
pep,일반명사
talk,일반명사
Quidditch,지명(국가/도시)
robes,일반명사
Nimbus,일반명사
Thousand,지명(국가/도시)
Ron,인물
Hermione,인물
place,일반명사
stands,일반명사
Neville,지명(국가/도시)
wands,일반명사
match,일반명사
Little,인물
Harry,인물
Ron,인물
Hermione,인물
Curse,일반명사
idea,일반명사
Malfoy,지명(국가/도시)
Neville,지명(국가/도시)
Snape,일반명사
sign,일반명사
Harry,인물
forget,일반명사
Locomotor,일반명사
Mortis,일반명사
Hermione,인물
Ron,인물
wand,일반명사
sleeve,일반명사
Ron,인물
Don,인물
Back,일반명사
locker,일반명사
room,일반명사
Wood,인물
Harry,인물
Don,인물
Potter,인물
capture,일반명사
Snitch,일반명사
Finish Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
game,일반명사
Snape,인물
Hufflepuff,인물
school,일반명사
Fred Weasley,인물
door,일반명사
blimey,일반명사
Dumbledore,일반명사
Harry,인물
heart,일반명사
somersault,일반명사
Dumbledore,인물
door,일반명사
Fred,인물
mistaking,일반명사
beard,일반명사
Harry,인물
relief,일반명사
way,일반명사
Snape,인물
Dumbledore,인물
Snape,인물
teams,일반명사
field,일반명사
something,일반명사
Ron,인물
Snape,인물
Hermione,인물
Look,일반명사
Someone,인물
Ron,인물
back,일반명사
head,일반명사
Malfoy,지명(국가/도시)
Oh,일반명사
sorry,일반명사
Weasley,인물
didn,일반명사
see,일반명사
Malfoy,인물
Crabbe,기관/단체
Goyle,인물
Wonder,인물
Potter,인물
broom,일반명사
time,일반명사
Anyone,일반명사
bet,일반명사
Weasley,인물
Ron,일반명사
didn,일반명사
answer,일반명사
Snape,인물
penalty,일반명사
George Weasley,인물
Bludger,일반명사
Hermione,인물
fingers,일반명사
lap,일반명사
Harry,기관/단체
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
game,일반명사
hawk,일반명사
Snitch,지명(국가/도시)
people,일반명사
Gryffindor,기관/단체
team,일반명사
Malfoy,인물
minutes,일반명사
Snape,인물
Hufflepuff,인물
penalty,일반명사
reason,일반명사
people,일반명사
See,인물
Potter,인물
parents,일반명사
Weasleys,기관/단체
ve,일반명사
money,일반명사
team,일반명사
Longbottom,지명(국가/도시)
Neville,인물
seat,일반명사
Malfoy,지명(국가/도시)
twelve,일반명사
Malfoy,지명(국가/도시)
Malfoy,인물
Crabbe,지명(국가/도시)
Goyle,인물
laughter,일반명사
Ron,인물
eyes,일반명사
game,일반명사
Longbottom,일반명사
brains,일반명사
Weasley,인물
Ron,인물
nerves,일반명사
point,일반명사
anxiety,일반명사
Harry,인물
warning,일반명사
Malfoy,인물
word,일반명사
Ron,일반명사
Hermione,인물
Harry,인물
Harry,인물
dive,일반명사
gasps,일반명사
cheers,일반명사
crowd,일반명사
fingers,일반명사
mouth,일반명사
Harry,인물
ground,일반명사
bullet,일반명사
luck,일반명사
Weasley,인물
Potter,인물
money,일반명사
ground,일반명사
Malfoy,인물
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Ron,인물
Malfoy,인물
Ron,인물
top,일반명사
ground,일반명사
Neville,인물
back,일반명사
seat,일반명사
Come,기관/단체
Harry,인물
Hermione,인물
seat,일반명사
Harry,인물
Snape,시설
Malfoy,지명(국가/도시)
Ron,인물
seat,일반명사
scuffles,일반명사
yelps,일반명사
whirl,일반명사
fists,일반명사
Neville,인물
Crabbe,지명(국가/도시)
Goyle,인물
Up,일반명사
air,일반명사
Snape,인물
broomstick,일반명사
time,일반명사
something,일반명사
inches,일반명사
second,일반명사
Harry,인물
dive,일반명사
arm,일반명사
triumph,일반명사
Snitch,기관/단체
hand,일반명사
stands,일반명사
record,일반명사
one,일반명사
Snitch,지명(국가/도시)
Ron,인물
Ron,인물
game,일반명사
Harry,인물
won,일반명사
Gryffindor,일반명사
lead,일반명사
Hermione,인물
seat,일반명사
Parvati Patil,인물
row,일반명사
front,일반명사
Harry,인물
broom,일반명사
foot,일반명사
ground,일반명사
game,일반명사
minutes,일반명사
Gryffindors,기관/단체
field,일반명사
Snape,인물
land,일반명사
Harry,인물
hand,일반명사
shoulder,일반명사
Dumbledore,기관/단체
face,일반명사
Well,일반명사
Dumbledore,인물
Harry,인물
Nice,일반명사
mirror,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Snape,인물
ground,일반명사
Jc,일반명사
Jc,일반명사
Jc,일반명사
Harry,인물
locker,일반명사
room,일반명사
time,일반명사
Nimbus,일반명사
Thousand,지명(국가/도시)
something,일반명사
one,일반명사
name,일반명사
evening,일반명사
air,일반명사
grass,일반명사
hour,일반명사
head,일반명사
blur,일반명사
Gryffindors,일반명사
shoulders,일반명사
Ron,인물
Hermione,인물
distance,일반명사
Ron,인물
nosebleed,일반명사
Harry,인물
shed,일반명사
door,일반명사
Hogwarts,기관/단체
windows,일반명사
setting,일반명사
sun,일반명사
Gryffindor,일반명사
lead,일반명사
Snape,인물
speaking,일반명사
Snape,지명(국가/도시)
figure,일반명사
steps,일반명사
castle,일반명사
Clearly,일반명사
forest,일반명사
Harry,인물
victory,일반명사
mind,일반명사
figure,일반명사
walk,일반명사
Snape,인물
everyone,일반명사
dinner,일반명사
Harry,인물
Nimbus,일반명사
Thousand,지명(국가/도시)
castle,일반명사
Snape,인물
forest,일반명사
run,일반명사
trees,일반명사
see,일반명사
Snape,인물
circles,일반명사
branches,일반명사
trees,일반명사
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
voices,일반명사
towering,일반명사
beech,일반명사
tree,일반명사
branches,일반명사
tight,일반명사
broomstick,일반명사
leaves,일반명사
shadowy,일반명사
clearing,일반명사
Snape,인물
Quirrell,인물
Harry,인물
look,일반명사
face,일반명사
Harry,인물
meet,일반명사
Severus,지명(국가/도시)
Oh,일반명사
Snape,인물
voice,일반명사
icy,일반명사
Students,일반명사
Sorcerer,기관/단체
Stone,인물
Harry,인물
Quirrell,인물
something,일반명사
Snape,인물
beast,일반명사
Hagrid,인물
Severus,일반명사
enemy,일반명사
Quirrell,기관/단체
Snape,인물
step,일반명사
don,일반명사
owl,일반명사
Harry,인물
tree,일반명사
time,일반명사
Snape,인물
bit,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Very,일반명사
Snape,일반명사
cut,일반명사
chat,일반명사
time,일반명사
things,일반명사
loyalties,일반명사
cloak,일반명사
head,일반명사
strode,일반명사
clearing,일반명사
Harry,인물
Quirrell,기관/단체
Jc,일반명사
Jc,일반명사
Jc,일반명사
Harry,인물
Hermione,인물
Ron,인물
Harry,인물
back,일반명사
Malfoy,인물
eye,일반명사
Neville,인물
Crabbe,지명(국가/도시)
Goyle,인물
Madam Pomfrey,인물
talk,일반명사
Slytherin,인물
Everyone,일반명사
room,일반명사
party,일반명사
Fred,인물
George,인물
cakes,일반명사
stuff,일반명사
Never,일반명사
Harry,인물
Let,일반명사
room,일반명사
til,일반명사
Peeves,기관/단체
wasn,일반명사
door,일반명사
Sorcerer,기관/단체
Stone,인물
Snape,인물
Quirrell,기관/단체
Fluffy,일반명사
something,일반명사
Quirrell,기관/단체
things,일반명사
stone,일반명사
Fluffy,지명(국가/도시)
loads,일반명사
enchantments,일반명사
Quirrell Page,기관/단체
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Arts,일반명사
Snape,인물
So,일반명사
Stone,일반명사
Quirrell,기관/단체
Snape,지명(국가/도시)
Hermione,인물
alarm,일반명사
Tuesday,일반명사
Ron,인물
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
NORBERT,일반명사
THE,일반명사
NORWEGIAN,기관/단체
RIDGEBACK,일반명사
Quirrell,일반명사
thought,일반명사
weeks,일반명사
paler,일반명사
thinner,일반명사
look,일반명사
time,일반명사
corridor,일반명사
Harry,인물
Ron,인물
Hermione,인물
ears,일반명사
door,일반명사
Fluffy,인물
Snape,인물
temper,일반명사
Stone,일반명사
Harry,인물
Quirrell,기관/단체
days,일반명사
sort,일반명사
smile,일반명사
Ron,인물
people,일반명사
Quirrell,기관/단체
stutter,일반명사
Hermione,인물
mind,일반명사
Sorcerer,기관/단체
Stone,인물
study,일반명사
schedules,일반명사
notes,일반명사
Harry,인물
Ron,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Hermione,일반명사
exams,일반명사
ages,일반명사
Ten,일반명사
weeks,일반명사
Hermione,인물
Nicolas,인물
years,일반명사
Ron,인물
Anyway,인물
Are,일반명사
exams,일반명사
year,일반명사
month,일반명사
gotten,일반명사
Unfortunately,일반명사
teachers,일반명사
lines,일반명사
Hermione,인물
homework,일반명사
Easter,기관/단체
fun,일반명사
Christmas,기관/단체
ones,일반명사
Hermione,인물
twelve,일반명사
dragon,일반명사
blood,일반명사
wand,일반명사
movements,일반명사
yawning,일반명사
Harry,인물
Ron,인물
time,일반명사
library,일반명사
work,일반명사
Ron,인물
afternoon,일반명사
quill,일반명사
window,일반명사
day,일반명사
months,일반명사
sky,일반명사
blue,일반명사
feeling,일반명사
air,일반명사
summer,일반명사
Harry,인물
Dittany,일반명사
Thousand,일반명사
Magical Herbs,인물
Fungi,인물
didn,일반명사
Ron,인물
Hagrid,일반명사
library,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Hagrid,인물
view,일반명사
something,일반명사
back,일반명사
place,일반명사
moleskin,일반명사
overcoat,일반명사
Jus,기관/단체
voice,일반명사
interest,일반명사
re,일반명사
Yer,인물
fer,일반명사
Nicolas Flamel,인물
Oh,일반명사
ages,일반명사
Ron,인물
dog,일반명사
guarding,일반명사
Sorcerer,기관/단체
St,인물
Hagrid,인물
anyone,일반명사
Don,인물
matter,일반명사
yeh,일반명사
things,일반명사
matter,일반명사
fact,일반명사
Harry,인물
Stone,일반명사
apart,일반명사
Fluffy,인물
SHHHH,일반명사
Hagrid,인물
Listen,인물
mind,일반명사
students,일반명사
ter,일반명사
See,일반명사
Harry,인물
Hagrid,인물
back,일반명사
Hermione,인물
anything,일반명사
Stone,일반명사
section,일반명사
Ron,인물
enough,일반명사
minute,일반명사
pile,일반명사
books,일반명사
arms,일반명사
table,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Hagrid,인물
stuff,일반명사
dragons,일반명사
Look,일반명사
Dragon,일반명사
Species,일반명사
Great Britain,지명(국가/도시)
Ireland,지명(국가/도시)
From,일반명사
Egg,일반명사
Inferno,지명(국가/도시)
Dragon,일반명사
Keeper,인물
Hagrid,인물
dragon,일반명사
time,일반명사
Harry,인물
laws,일반명사
Ron,인물
Dragon,인물
breeding,일반명사
Warlocks,기관/단체
Convention,일반명사
everyone,일반명사
Muggles,인물
dragons,일반명사
garden,일반명사
tame,일반명사
dragons,일반명사
burns,일반명사
Charlie,인물
ones,일반명사
dragons,일반명사
Britain,지명(국가/도시)
Harry,인물
course,일반명사
Ron,인물
Common Welsh Green,기관/단체
Hebridean Blacks,인물
Ministry,기관/단체
Magic,지명(국가/도시)
job,일반명사
kind,일반명사
spells,일반명사
Muggles,일반명사
ve,일반명사
So,일반명사
earth,일반명사
Hagrid,인물
Hermione,인물
door,일반명사
gamekeeper,일반명사
hour,일반명사
curtains,일반명사
Hagrid,인물
door,일반명사
inside,일반명사
day,일반명사
blazing,일반명사
fire,일반명사
grate,일반명사
Hagrid,인물
tea,일반명사
stoat,일반명사
sandwiches,일반명사
yeh,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Yes,일반명사
Harry,인물
point,일반명사
bush,일반명사
Sorcerer,기관/단체
Stone,인물
Hagrid,인물
O,인물
course,일반명사
Number,일반명사
Number,일반명사
yeh,일반명사
Stone,인물
reason,일반명사
Gringotts,일반명사
yeh,일반명사
ve,일반명사
Beats,일반명사
Oh,일반명사
Hagrid,지명(국가/도시)
everything,일반명사
round,일반명사
Hermione,인물
warm,일반명사
voice,일반명사
Hagrid,인물
guarding,일반명사
Hermione,인물
Dumbledore,인물
Hagrid,인물
words,일반명사
Harry,인물
Ron,인물
Hermione,기관/단체
Well,일반명사
yeh,일반명사
see,일반명사
Fluffy,인물
teachers,일반명사
enchantments,일반명사
Professor,일반명사
Sprout,일반명사
Professor,일반명사
Flitwick,인물
Professor,일반명사
McGonagall,기관/단체
fingers,일반명사
Professor,일반명사
Quirrell,일반명사
Dumbledore,일반명사
course,일반명사
Hang,인물
someone,일반명사
Professor,인물
Snape,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Yeah,일반명사
yer,일반명사
Look,일반명사
Snape,인물
Stone,일반명사
ter,일반명사
steal,일반명사
Harry,인물
Ron,인물
Hermione,인물
Snape,인물
Stone,일반명사
teachers,일반명사
everything,일반명사
Quirrell,기관/단체
spell,일반명사
Fluffy,일반명사
one,일반명사
Fluffy,지명(국가/도시)
Hagrid,인물
Harry,인물
tell,일반명사
anyone,일반명사
teachers,일반명사
soul,일반명사
Dumbledore,인물
Hagrid,인물
Well,일반명사
something,일반명사
Harry,인물
others,일반명사
Hagrid,지명(국가/도시)
window,일반명사
Can,일반명사
Harry,인물
sorry,일반명사
Hagrid,인물
Harry,인물
glance,일반명사
fire,일반명사
Harry,인물
Hagrid,인물
heart,일반명사
fire,일반명사
kettle,일반명사
egg,일반명사
Ah,일반명사
Hagrid,인물
beard,일반명사
er,일반명사
Hagrid,인물
Ron,인물
fire,일반명사
look,일반명사
egg,일반명사
ve,일반명사
cost,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Hagrid,인물
Las,일반명사
night,일반명사
village,일반명사
havin,일반명사
drinks,일반명사
game,일반명사
cards,일반명사
stranger,일반명사
ter,일반명사
Hermione,인물
Well,일반명사
bin,일반명사
doin,일반명사
readin,일반명사
Hagrid,인물
book,일반명사
pillow,일반명사
Dragon Breeding,인물
Pleasure,기관/단체
Profit,인물
bit,일반명사
date,일반명사
course,일반명사
egg,일반명사
fire,일반명사
mothers,일반명사
em,일반명사
see,일반명사
bucket,일반명사
blood,일반명사
hour,일반명사
see,일반명사
rent,일반명사
eggs,일반명사
Norwegian,지명(국가/도시)
rare,일반명사
Hermione,인물
Hagrid,지명(국가/도시)
house,일반명사
Hagrid,인물
listening,일반명사
fire,일반명사
something,일반명사
Hagrid,지명(국가/도시)
anyone,일반명사
dragon,일반명사
hut,일반명사
Wonder,일반명사
life,일반명사
Ron,인물
evening,일반명사
homework,일반명사
Hermione,인물
study,일반명사
schedules,일반명사
Harry,인물
Ron,인물
nuts,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
breakfast,일반명사
time,일반명사
Hedwig,인물
Harry,인물
note,일반명사
Hagrid,지명(국가/도시)
words,일반명사
hatching,일반명사
Ron,인물
Herbology,인물
hut,일반명사
Hermione,인물
hear,일반명사
Hermione,인물
times,일반명사
lives,일반명사
dragon,일반명사
hatching,일반명사
lessons,일반명사
get,일반명사
trouble,일반명사
nothing,일반명사
Hagrid,인물
someone,일반명사
Shut,인물
Harry,인물
Malfoy,인물
feet,일반명사
Harry,인물
look,일반명사
Malfoy,인물
face,일반명사
Ron,인물
Hermione,인물
way,일반명사
Herbology,인물
end,일반명사
Hermione,인물
Hagrid,인물
morning,일반명사
break,일반명사
bell,일반명사
castle,일반명사
end,일반명사
lesson,일반명사
trowels,일반명사
grounds,일반명사
edge,일반명사
Hagrid,인물
egg,일반명사
table,일반명사
cracks,일반명사
clicking,일반명사
noise,일반명사
chairs,일반명사
table,일반명사
breath,일반명사
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
All,일반명사
noise,일반명사
egg,일반명사
split,일반명사
baby,일반명사
dragon,일반명사
table,일반명사
Harry,인물
umbrella,일반명사
wings,일반명사
jet,일반명사
body,일반명사
snout,일반명사
nostrils,일반명사
stubs,일반명사
horns,일반명사
bulging,일반명사
eyes,일반명사
couple,일반명사
sparks,일반명사
snout,일반명사
Isn,인물
Hagrid,인물
hand,일반명사
dragon,일반명사
head,일반명사
fingers,일반명사
fangs,일반명사
Bless,일반명사
look,일반명사
mommy,일반명사
Hagrid,인물
Hagrid,인물
Hermione,인물
Norwegian,지명(국가/도시)
Ridgebacks,기관/단체
grow,일반명사
Hagrid,인물
color,일반명사
face,일반명사
feet,일반명사
window,일반명사
matter,일반명사
Someone,인물
gap,일반명사
curtains,일반명사
kid,일반명사
runnin,일반명사
ter,일반명사
Harry,인물
door,일반명사
distance,일반명사
Malfoy,인물
dragon,일반명사
smile,일반명사
Malfoy,인물
face,일반명사
week,일반명사
Harry,인물
Ron,인물
Hermione,인물
time,일반명사
Hagrid,지명(국가/도시)
hut,일반명사
reason,일반명사
Just,일반명사
Harry,인물
Set,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Hagrid,인물
dragon,일반명사
times,일반명사
length,일반명사
week,일반명사
Smoke,인물
nostrils,일반명사
Hagrid,인물
duties,일반명사
dragon,일반명사
bottles,일반명사
chicken,일반명사
feathers,일반명사
floor,일반명사
Norbert,지명(국가/도시)
Hagrid,인물
dragon,일반명사
eyes,일반명사
watch,일반명사
Norbert,인물
Mommy,인물
marbles,일반명사
Ron,인물
Harry,인물
Hagrid,지명(국가/도시)
Harry,인물
weeks,일반명사
Norbert,인물
house,일반명사
Malfoy,인물
Dumbledore,지명(국가/도시)
Hagrid,인물
lip,일반명사
jus,일반명사
dump,일반명사
Harry,인물
Ron,인물
Charlie,일반명사
Ron,인물
Ron,인물
Charlie,인물
brother,일반명사
Charlie,인물
Romania,지명(국가/도시)
dragons,일반명사
Norbert,지명(국가/도시)
Charlie,인물
care,일반명사
Brilliant,일반명사
Ron,인물
Hagrid,인물
end,일반명사
Hagrid,인물
owl,일반명사
Charlie,인물
Harry Potter,인물
Philosophers Stone,기관/단체
week,일반명사
Wednesday,일반명사
night,일반명사
Hermione,인물
Harry,인물
room,일반명사
everyone,일반명사
bed,일반명사
clock,일반명사
wall,일반명사
midnight,일반명사
portrait,일반명사
hole,일반명사
burst,일반명사
Ron,인물
Harry,인물
Invisibility Cloak,기관/단체
Hagrid,기관/단체
hut,일반명사
Norbert,지명(국가/도시)
rats,일반명사
crate,일반명사
hand,일반명사
handkerchief,일반명사
quill,일반명사
week,일반명사
dragon,일반명사
animal,일반명사
way,일반명사
Hagrid,인물
rabbit,일반명사
tap,일반명사
dark,일반명사
window,일반명사
Hedwig,인물
Harry,인물
ll,일반명사
Charlie,인물
answer,일반명사
heads,일반명사
note,일반명사
Dear Ron,인물
How,일반명사
Thanks,일반명사
letter,일반명사
Norwegian Ridgeback,지명(국가/도시)
thing,일반명사
friends,일반명사
mine,일반명사
week,일반명사
Trouble,인물
dragon,일반명사
Could,일반명사
Ridgeback,일반명사
tower,일반명사
midnight,일반명사
Saturday,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Send,일반명사
answer,일반명사
Love,인물
Charlie,일반명사
Invisibility Cloak,기관/단체
Harry,인물
cloak,일반명사
mark,일반명사
week,일반명사
Norbert,지명(국가/도시)
Malfoy,지명(국가/도시)
hitch,일반명사
morning,일반명사
Ron,인물
hand,일반명사
size,일반명사
Madam Pomfrey,인물
dragon,일반명사
bite,일반명사
afternoon,일반명사
choice,일반명사
cut,일반명사
shade,일반명사
Norbert,인물
fangs,일반명사
Harry,인물
Hermione,인물
hospital,일반명사
wing,일반명사
end,일반명사
day,일반명사
Ron,인물
state,일반명사
bed,일반명사
hand,일반명사
feels,일반명사
Malfoy,인물
Madam Pomfrey,인물
books,일반명사
laugh,일반명사
dog,일반명사
Quidditch,기관/단체
match,일반명사
Harry,인물
Hermione,인물
Ron,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
midnight,일반명사
Saturday,일반명사
Hermione,인물
soothe,일반명사
Ron,인물
bolt,일반명사
upright,일반명사
sweat,일반명사
Midnight,지명(국가/도시)
Saturday,일반명사
voice,일반명사
Oh,일반명사
Charlie,인물
letter,일반명사
book,일반명사
Malfoy,인물
Harry,인물
Hermione,인물
didn,일반명사
chance,일반명사
Madam Pomfrey,인물
moment,일반명사
Ron,인물
sleep,일반명사
plan,일반명사
Harry,인물
Hermione,인물
time,일반명사
Charlie,인물
owl,일반명사
chance,일반명사
Norbert,지명(국가/도시)
Invisibility Cloak,기관/단체
Malfoy,지명(국가/도시)
Fang,인물
boarhound,일반명사
tail,일반명사
Hagrid,지명(국가/도시)
window,일반명사
let,일반명사
Norbert,인물
stage,일반명사
Charlie,인물
letter,일반명사
eyes,일반명사
tears,일반명사
Norbert,인물
leg,일반명사
Aargh,일반명사
boot,일반명사
jus,일반명사
playin,일반명사
baby,일반명사
baby,일반명사
tail,일반명사
wall,일반명사
windows,일반명사
Harry,인물
Hermione,인물
castle,일반명사
feeling,일반명사
Saturday,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
sorry,일반명사
Hagrid,지명(국가/도시)
time,일반명사
night,일반명사
bit,일반명사
arriving,일반명사
Hagrid,기관/단체
hut,일반명사
Peeves,기관/단체
way,일반명사
entrance,일반명사
hall,일반명사
tennis,일반명사
wall,일반명사
Hagrid,인물
Norbert,인물
crate,일반명사
lots,일반명사
rats,일반명사
brandy,일반명사
journey,일반명사
Hagrid,인물
voice,일반명사
bear,일반명사
case,일반명사
From,일반명사
crate,일반명사
noises,일반명사
Harry,인물
teddy,일반명사
head,일반명사
Norbert,지명(국가/도시)
Hagrid,인물
Harry,인물
Hermione,인물
crate,일반명사
Invisibility Cloak,기관/단체
Mommy,인물
crate,일반명사
castle,일반명사
Midnight,인물
Norbert,지명(국가/도시)
staircase,일반명사
entrance,일반명사
hall,일반명사
corridors,일반명사
staircase,일반명사
Harry,인물
shortcuts,일반명사
work,일반명사
Harry,인물
corridor,일반명사
tower,일반명사
movement,일반명사
crate,일반명사
shadows,일반명사
outlines,일반명사
people,일반명사
feet,일반명사
lamp,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Professor,일반명사
McGonagall,일반명사
tartan,일반명사
bathrobe,일반명사
net,일반명사
ear,일반명사
Detention,일반명사
twenty,일반명사
points,일반명사
Slytherin,인물
middle,일반명사
night,일반명사
dare,일반명사
understand,일반명사
Professor,지명(국가/도시)
Harry Potter,인물
dragon,일반명사
rubbish,일반명사
lies,일반명사
Come,일반명사
Professor Snape,인물
Malfoy,지명(국가/도시)
spiral,일반명사
top,일반명사
tower,일반명사
thing,일반명사
world,일반명사
night,일반명사
air,일반명사
cloak,일반명사
glad,일반명사
Hermione,인물
sort,일반명사
jig,일반명사
Malfoy,인물
detention,일반명사
Don,인물
Harry,인물
Malfoy,지명(국가/도시)
Norbert,지명(국가/도시)
crate,일반명사
ten,일반명사
minutes,일반명사
broomsticks,일반명사
darkness,일반명사
Charlie,인물
friends,일반명사
cheery,일반명사
lot,일반명사
Harry,인물
Hermione,일반명사
harness,일반명사
Norbert,인물
Norbert,인물
Harry,인물
Hermione,인물
hands,일반명사
others,일반명사
Norbert,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
staircase,일반명사
hearts,일반명사
hands,일반명사
Norbert,인물
Malfoy,일반명사
detention,일반명사
happiness,일반명사
answer,일반명사
foot,일반명사
stairs,일반명사
corridor,일반명사
Filch,인물
face,일반명사
darkness,일반명사
Well,일반명사
Invisibility Cloak,기관/단체
top,일반명사
tower,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
THE,기관/단체
FORBIDDEN,기관/단체
FOREST,일반명사
Things,일반명사
couldn,일반명사
Filch,인물
Professor,일반명사
McGonagall,기관/단체
study,일반명사
floor,일반명사
word,일반명사
Hermione,인물
Excuses,일반명사
alibis,일반명사
stories,일반명사
Harry,인물
brain,일반명사
trouble,일반명사
time,일반명사
cloak,일반명사
reason,일반명사
earth,일반명사
Professor McGonagall,인물
bed,일반명사
school,일반명사
dead,일반명사
night,일반명사
Astronomy Tower,인물
classes,일반명사
Add Norbert,인물
Invisibility Cloak,기관/단체
bags,일반명사
Had Harry,인물
things,일반명사
Professor McGonagall,인물
Neville,인물
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Harry,인물
Neville,인물
moment,일반명사
Malfoy,인물
drag,일반명사
Harry,인물
head,일반명사
Neville,인물
Professor McGonagall,인물
fire,일반명사
Norbert,지명(국가/도시)
Mr. Filch,인물
Astronomy Tower,기관/단체
clock,일반명사
morning,일반명사
time,일반명사
Hermione,인물
teacher,일반명사
question,일반명사
slippers,일반명사
statue,일반명사
idea,일반명사
Professor McGonagall,인물
genius,일반명사
Draco Malfoy,인물
story,일반명사
dragon,일반명사
bed,일반명사
trouble,일반명사
funny,일반명사
Longbottom,인물
story,일반명사
Harry,인물
Neville,인물
eye,일반명사
words,일반명사
wasn,일반명사
Neville,인물
Poor,인물
Neville,인물
Harry,인물
cost,일반명사
dark,일반명사
Professor McGonagall,인물
students,일반명사
bed,일반명사
night,일반명사
heard,일반명사
thing,일반명사
Miss Granger,인물
sense,일반명사
Mr. Potter,인물
Gryffindor,인물
detentions,일반명사
Mr. Longbottom,인물
nothing,일반명사
right,일반명사
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
school,일반명사
night,일반명사
days,일반명사
points,일반명사
Fifty,일반명사
Harry,인물
lead,일반명사
lead,일반명사
won,일반명사
Quidditch,일반명사
match,일반명사
Fifty,지명(국가/도시)
points,일반명사
Professor McGonagall,인물
Professor,일반명사
please,일반명사
Don,일반명사
Potter,인물
bed,일반명사
Gryffindor,기관/단체
points,일반명사
Gryffindor,기관/단체
place,일반명사
night,일반명사
chance,일반명사
Gryffindor,인물
House,기관/단체
Cup,일반명사
Harry,인물
bottom,일반명사
stomach,일반명사
Harry,인물
night,일반명사
Neville,인물
pillow,일반명사
hours,일반명사
Harry,인물
think,일반명사
anything,일반명사
Neville,인물
dawn,일반명사
rest,일반명사
Gryffindor,기관/단체
Gryffindors,일반명사
hourglasses,일반명사
House,기관/단체
day,일반명사
mistake,일반명사
points,일반명사
yesterday,일반명사
story,일반명사
Harry Potter,인물
Harry Potter,인물
hero,일반명사
Quidditch,일반명사
matches,일반명사
points,일반명사
couple,일반명사
years,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
people,일반명사
school,일반명사
Harry,인물
Ravenclaws,인물
Hufflepuffs,인물
everyone,일반명사
Slytherin,인물
House,기관/단체
Cup,일반명사
Everywhere,일반명사
Harry,인물
people,일반명사
trouble,일반명사
voices,일반명사
Slytherins,일반명사
hand,일반명사
Thanks,일반명사
Potter,일반명사
Ron,인물
forget,일반명사
weeks,일반명사
Fred,인물
George,인물
loads,일반명사
points,일반명사
time,일반명사
people,일반명사
points,일반명사
go,일반명사
Harry,인물
Well,인물
Ron,인물
bit,일반명사
damage,일반명사
Harry,인물
things,일반명사
business,일반명사
Wood,인물
Quidditch,지명(국가/도시)
team,일반명사
Resign,인물
Wood,인물
ll,일반명사
points,일반명사
win,일반명사
Quidditch,기관/단체
Quidditch,인물
fun,일반명사
rest,일반명사
team,일반명사
wouldn,일반명사
speak,일반명사
Harry,인물
practice,일반명사
Hermione,일반명사
Neville,인물
time,일반명사
Harry,인물
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
